sample,strategy,imputation,upstream,mean_gain,std_gain,prob_positive,n_runs,mean_rmse,mean_best,profile
10,MLP,Mean,4,-0.5635286410570841,0.31115836056332336,0.0,120,2.021135222911835,1.343152125676473,Consistent Negative
10,MLP,Pseudo-Feature,2,0.17270433415669967,0.16431179578655805,0.8333333333333334,120,1.0694248676300049,1.343152125676473,Consistent Positive
10,MLP,Pseudo-Feature,3,-0.07508368311406131,0.2147702717575416,0.35,120,1.3897343754768372,1.343152125676473,Unstable
10,MLP,Pseudo-Feature,4,-0.10176345204924409,0.22060978112194882,0.3416666666666667,120,1.4242226600646972,1.343152125676473,Unstable
10,MLP-E2E,Gaussian,2,-0.4135542825986672,0.3069523056321091,0.06666666666666667,120,1.8272670388221741,1.343152125676473,Consistent Negative
10,MLP-E2E,Gaussian,3,-0.6233708911613356,0.32582353931310587,0.0,120,2.098491835594177,1.343152125676473,Consistent Negative
10,MLP-E2E,Gaussian,4,-0.7465648236086063,0.3545625758087109,0.0,120,2.257741618156433,1.343152125676473,Consistent Negative
10,MLP-E2E,Ground Truth,2,-0.34205775059093485,0.30392463599282077,0.13333333333333333,120,1.734845221042633,1.343152125676473,Consistent Negative
10,MLP-E2E,Ground Truth,3,0.13633990667500576,0.17618412303692016,0.8166666666666667,120,1.1164322733879088,1.343152125676473,Consistent Positive
10,MLP-E2E,Ground Truth,4,0.05639034743366037,0.2128065678742733,0.6583333333333333,120,1.2197811126708984,1.343152125676473,Unstable
10,MLP-E2E,Mean,2,0.03855507553279092,0.19242599035362534,0.6416666666666667,120,1.242836332321167,1.343152125676473,Unstable
10,MLP-E2E,Mean,3,-0.49412431916864663,0.315570258937116,0.025,120,1.931417953968048,1.343152125676473,Consistent Negative
10,MLP-E2E,Mean,4,-0.6128388595741426,0.32758479160703696,0.0,120,2.084877336025238,1.343152125676473,Consistent Negative
10,MLP-E2E,Pseudo-Feature,2,0.26745408471794474,0.1470607291668352,0.925,120,0.9469441831111908,1.343152125676473,Consistent Positive
10,MLP-E2E,Pseudo-Feature,3,-0.4971433305828857,0.3149379989251798,0.016666666666666666,120,1.9353205561637878,1.343152125676473,Consistent Negative
10,MLP-E2E,Pseudo-Feature,4,-0.05049583841916707,0.21899846956233496,0.425,120,1.3579502701759338,1.343152125676473,Unstable
20,LH,Gaussian,2,-0.36707345780629164,0.2287547793555848,0.06666666666666667,120,1.3304235100746156,0.9946902841329575,Consistent Negative
20,LH,Gaussian,3,-0.8492442794348732,0.2624435046163608,0.0,120,1.7996677875518798,0.9946902841329575,Consistent Negative
20,LH,Gaussian,4,-0.8013663724152532,0.25312294880965336,0.0,120,1.7530734419822693,0.9946902841329575,Consistent Negative
20,LH,Ground Truth,2,0.11362950922947067,0.12377890083299521,0.75,120,0.8626077353954316,0.9946902841329575,Unstable
20,LH,Ground Truth,3,0.04620839128659574,0.16894416393846154,0.65,120,0.9282213568687439,0.9946902841329575,Unstable
20,LH,Ground Truth,4,0.04664729673228664,0.15458540698880552,0.6333333333333333,120,0.9277942180633545,0.9946902841329575,Unstable
20,LH,Mean,2,-0.5795641929205406,0.22045519512867867,0.0,120,1.5372175693511962,0.9946902841329575,Consistent Negative
20,LH,Mean,3,-0.5052467497354198,0.21019597362950146,0.0,120,1.4648925065994263,0.9946902841329575,Consistent Negative
20,LH,Mean,4,-0.9086244342696155,0.2664106260116324,0.0,120,1.8574560165405274,0.9946902841329575,Consistent Negative
