sample,strategy,imputation,upstream,best_tl_rmse,best_st_rmse,abs_gain,pct_gain
10,LH,pseudo,4,1.2003201246261597,0.9013084769248962,-0.2990116477012634,-0.33175284084915946
10,LH-E2E,Gaussian,2,1.0122343301773071,0.9013084769248962,-0.11092585325241089,-0.12307201817392212
10,LH-E2E,Gaussian,3,0.9506919384002686,0.9013084769248962,-0.049383461475372314,-0.054790854340857724
10,LH-E2E,Gaussian,4,0.9080703258514404,0.9013084769248962,-0.0067618489265441895,-0.007502258216425981
10,LH-E2E,Mean,2,0.811031699180603,0.9013084769248962,0.09027677774429321,0.10016190910830161
10,LH-E2E,Mean,3,0.8962074518203735,0.9013084769248962,0.005101025104522705,0.005659577420070976
10,LH-E2E,Mean,4,0.8683294653892517,0.9013084769248962,0.03297901153564453,0.03659014907766433
10,LH-E2E,Real,2,0.9200707674026489,0.9013084769248962,-0.018762290477752686,-0.020816724748630208
10,LH-E2E,Real,3,0.8310935497283936,0.9013084769248962,0.07021492719650269,0.07790332499264124
10,LH-E2E,Real,4,0.8280125260353088,0.9013084769248962,0.0732959508895874,0.08132171478033814
10,LH-E2E,pseudo,2,0.9096861481666565,0.9013084769248962,-0.008377671241760254,-0.009295009928613313
10,LH-E2E,pseudo,3,1.1853876113891602,0.9013084769248962,-0.2840791344642639,-0.3151852464912915
10,LH-E2E,pseudo,4,0.9635213613510132,0.9013084769248962,-0.06221288442611694,-0.06902507412154406
10,MLP,Gaussian,2,1.0518521070480347,0.9013084769248962,-0.15054363012313843,-0.16702786446297105
10,MLP,Gaussian,3,1.2585949897766113,0.9013084769248962,-0.3572865128517151,-0.3964086902529897
10,MLP,Gaussian,4,1.134095311164856,0.9013084769248962,-0.23278683423995972,-0.2582765392756394
10,MLP,Mean,2,0.9932202100753784,0.9013084769248962,-0.09191173315048218,-0.10197588894766486
10,MLP,Mean,3,1.010765552520752,0.9013084769248962,-0.10945707559585571,-0.12144241222417405
10,MLP,Mean,4,0.9754279255867004,0.9013084769248962,-0.0741194486618042,-0.0822353839549879
10,MLP,Real,2,1.1011329889297485,0.9013084769248962,-0.1998245120048523,-0.22170490694442138
10,MLP,Real,3,1.2298836708068848,0.9013084769248962,-0.3285751938819885,-0.3645535377665907
10,MLP,Real,4,1.056296706199646,0.9013084769248962,-0.15498822927474976,-0.17195913856656708
10,MLP,pseudo,2,1.1865900754928589,0.9013084769248962,-0.28528159856796265,-0.3165193780727466
10,MLP,pseudo,3,1.3304108381271362,0.9013084769248962,-0.42910236120224,-0.4760882341484912
10,MLP,pseudo,4,1.2321913242340088,0.9013084769248962,-0.33088284730911255,-0.36711387475021406
10,MLP-E2E,Gaussian,2,0.9678812623023987,0.9013084769248962,-0.06657278537750244,-0.07386237573692518
10,MLP-E2E,Gaussian,3,1.463657021522522,0.9013084769248962,-0.5623485445976257,-0.6239246151509178
10,MLP-E2E,Gaussian,4,1.1553202867507935,0.9013084769248962,-0.2540118098258972,-0.2818256083561315
10,MLP-E2E,Mean,2,0.8144835233688354,0.9013084769248962,0.08682495355606079,0.09633211689331055
